baseline 1 distinction object estimate, 29.932191780821917
baseline 1 distinction self estimate, 25.703424657534235
baseline 1 hierarchy self estimate, 18.339041095890405
baseline 1 hierarchy object estimate, 14.095890410958903
postintervention 1 hierarchy self estimate, 15.447945205479447
postintervention 1 hierarchy object estimate, 19.38904109589041
postintervention 1 distinction object estimate, 22.280136986301358
postintervention 1 distinction self estimate, 25.487671232876703
postintervention 1 hierarchy self lower, 10.543150684931506
postintervention 1 hierarchy self upper, 20.09383561643835
postintervention 1 hierarchy object lower, 12.873287671232871
postintervention 1 distinction self upper, 32.7945205479452
postintervention 1 distinction object upper, 30.07602739726027
postintervention 1 distinction object lower, 14.225342465753423
postintervention 1 hierarchy object upper, 25.87602739726027
postintervention 1 distinction self lower, 18.249469358327328
postinduction 1 distinction self estimate, 41.60299122431505
postinduction 1 hierarchy self estimate, 31.71828178510273
postinduction 1 distinction object estimate, 32.03162992294519
postinduction 1 hierarchy object estimate, 32.601353809931496
postinduction 1 distinction self upper, 49.40820847602739
postinduction 1 distinction self lower, 33.826260166952046
postinduction 1 hierarchy self lower, 24.31187125428081
postinduction 1 hierarchy self upper, 38.83983037243149
postinduction 1 distinction object lower, 26.13498769263698
postinduction 1 distinction object upper, 37.72886879280821
postinduction 1 hierarchy object upper, 39.63744381421232
postinduction 1 hierarchy object lower, 25.59374999999999
baseline 1 hierarchy self lower, 12.451248564792026
baseline 1 hierarchy self upper, 24.34402993169203
baseline 1 distinction self lower, 18.20203429154959
baseline 1 distinction self upper, 32.77460356513594
Bar32, 32.77460356513594
